ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
157;Jaden McDaniels;22.0;11.0;8.0;27.6;3.8;7.2;0.5;1.6;3.4;0.5;2.2;3.8;0.6;0.6;1.7;2.1;0.8;1.3;2.0;3.3;0.9;0.6;1.5;1.0;3.2;10.8;PF;0.444;0.407;0.157;0.391;0.033;0.12;0.022;0.054;0.9;0.3;1.5;0.292;0.331;12.3
158;Jaden Springer;20.0;4.3;0.0;4.1;0.7;1.0;0.7;0.0;0.1;0.0;0.7;0.9;0.8;0.7;0.1;0.2;0.2;0.0;0.5;0.5;0.2;0.1;0.1;0.3;0.3;1.5;SG;0.0;0.933;0.067;0.366;0.049;0.122;0.024;0.024;0.667;0.116;1.5;0.2;0.339;1.7
159;Jae Crowder;32.0;7.0;4.3;16.8;1.6;4.8;0.3;0.6;2.7;0.1;1.0;2.1;0.5;0.3;0.8;1.0;0.7;0.5;2.0;2.4;1.2;0.5;0.3;0.6;2.0;4.5;PF;0.4;0.444;0.178;0.268;0.071;0.143;0.03;0.018;2.0;0.357;0.938;0.208;0.348;5.0
160;Jaime Jaquez Jr.;22.0;4.0;4.0;30.8;5.3;13.0;0.4;0.8;3.3;0.2;4.5;9.8;0.5;0.4;1.5;1.8;0.9;0.5;2.8;3.3;3.0;0.8;0.5;1.8;1.5;12.8;SF;0.188;0.703;0.117;0.416;0.097;0.107;0.026;0.016;1.667;0.825;0.985;0.138;0.506;10.6
161;Jalen Brunson;26.0;14.0;14.0;38.3;9.9;21.5;0.5;1.9;6.0;0.3;7.9;15.5;0.5;0.5;5.6;6.8;0.8;0.7;3.5;4.3;5.6;1.0;0.1;2.0;2.2;27.3;PG;0.209;0.579;0.205;0.713;0.146;0.112;0.026;0.003;2.8;0.3;1.27;0.316;0.692;23.4
162;Jalen Johnson;20.5;4.0;0.0;6.9;0.8;2.8;0.2;0.4;1.2;0.2;0.5;1.6;0.2;0.2;0.2;0.2;0.5;0.2;1.1;1.2;0.6;0.2;0.0;0.6;0.4;2.2;PF;0.545;0.455;0.091;0.319;0.087;0.174;0.029;0.0;1.0;0.325;0.786;0.071;0.506;1.7
163;Jalen McDaniels;25.0;8.0;0.0;12.8;1.0;2.5;0.4;0.4;1.1;0.3;0.6;1.4;0.5;0.5;0.0;0.0;0.0;0.4;1.6;2.0;0.6;0.1;0.0;0.4;1.0;2.4;SF;0.5;0.5;0.0;0.187;0.047;0.156;0.008;0.0;1.5;0.25;0.96;0.0;0.227;3.2
164;Jalen Pickett;24.0;3.0;0.0;3.7;0.7;1.0;0.7;0.0;0.3;0.0;0.7;0.7;1.0;0.7;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.0;0.3;1.0;0.3;1.3;SG;0.0;1.077;0.0;0.351;0.081;0.081;0.0;0.081;0.3;0.1;1.3;0.0;0.541;0.9
165;Jalen Smith;23.0;7.0;0.0;6.0;0.4;1.1;0.4;0.3;0.6;0.5;0.1;0.6;0.2;0.5;0.7;1.1;0.6;1.0;1.0;2.0;0.3;0.3;0.1;0.6;1.1;1.9;C;0.474;0.105;0.368;0.317;0.05;0.333;0.05;0.017;0.5;0.286;1.727;1.0;0.364;2.9
166;Jalen Suggs;22.0;7.0;7.0;33.1;4.7;11.7;0.4;2.0;6.9;0.3;2.7;4.9;0.6;0.5;3.3;4.3;0.8;1.6;3.6;5.1;3.3;1.3;0.4;2.9;2.6;14.7;SG;0.408;0.367;0.224;0.444;0.1;0.154;0.039;0.012;1.138;0.743;1.256;0.368;0.498;14.0
167;Jalen Williams;22.0;10.0;10.0;37.7;7.5;16.0;0.5;1.5;3.9;0.4;6.0;12.1;0.5;0.5;2.2;2.7;0.8;1.3;5.5;6.8;5.4;1.7;0.5;1.9;2.1;18.7;PF;0.241;0.642;0.118;0.496;0.143;0.18;0.045;0.013;2.842;0.68;1.169;0.169;0.506;22.2
168;Jamal Murray;25.5;16.0;16.0;39.2;9.0;20.6;0.4;2.4;6.8;0.4;6.6;13.9;0.5;0.5;2.9;3.2;0.9;0.8;4.2;5.0;6.4;1.2;0.4;2.6;2.2;23.4;PG;0.308;0.564;0.124;0.597;0.163;0.128;0.031;0.01;2.462;0.312;1.136;0.155;0.628;21.9
169;James Harden;33.0;9.7;9.7;39.7;6.2;14.9;0.4;2.7;7.2;0.4;3.5;7.7;0.5;0.5;4.9;5.5;0.9;0.6;4.8;5.5;8.3;1.2;0.7;3.2;2.4;20.0;SG;0.405;0.35;0.245;0.504;0.209;0.139;0.03;0.018;2.594;0.557;1.342;0.369;0.517;23.1
170;James Johnson;36.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;PF;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.88;-2.0
171;Jarace Walker;20.0;9.0;0.0;3.4;0.3;1.1;0.3;0.0;0.3;0.0;0.3;0.8;0.4;0.3;0.2;0.3;0.7;0.1;0.3;0.4;0.4;0.2;0.1;0.7;0.2;0.9;PF;0.0;0.667;0.222;0.265;0.118;0.118;0.059;0.029;0.571;0.044;0.818;0.273;0.568;0.4
172;Jared Butler;21.0;1.0;0.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;SG;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;1.0;0.5;0.0;0.6;-1.0
173;Jaren Jackson Jr.;22.5;9.0;9.0;32.2;5.4;13.4;0.4;1.8;5.1;0.3;3.7;8.4;0.4;0.5;4.2;5.2;0.8;2.8;4.6;7.3;1.2;0.9;2.2;2.2;4.2;16.7;PF;0.323;0.443;0.251;0.519;0.037;0.227;0.028;0.068;0.545;0.822;1.246;0.388;0.556;17.2
174;Jarred Vanderbilt;22.5;10.5;9.5;19.0;1.9;4.2;0.4;0.2;1.0;0.1;1.6;3.3;0.5;0.5;1.0;1.5;0.7;1.6;3.6;5.2;0.8;1.0;0.6;0.8;2.4;5.0;PF;0.12;0.64;0.2;0.263;0.042;0.274;0.053;0.032;1.0;0.495;1.19;0.357;0.298;9.0
175;Jarrett Allen;24.5;4.5;4.5;35.0;5.4;8.2;0.6;0.0;0.0;0.0;5.4;8.2;0.6;0.6;2.6;3.8;0.6;3.4;7.2;10.6;1.8;1.0;1.0;1.0;2.0;13.2;C;0.0;0.818;0.197;0.377;0.051;0.303;0.029;0.029;1.8;2.356;1.61;0.463;0.311;22.6
176;Jarrett Culver;22.0;3.0;0.0;7.3;1.0;3.3;0.3;0.0;0.7;0.0;1.0;2.7;0.4;0.3;0.3;0.7;0.5;0.7;1.7;2.3;0.3;0.7;0.0;0.7;1.3;2.3;SG;0.0;0.87;0.13;0.315;0.041;0.315;0.096;0.0;0.429;0.8;0.697;0.212;0.59;2.3
177;Jason Preston;23.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;PG;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0
178;Javonte Green;28.0;5.0;1.0;14.4;0.6;3.4;0.2;0.0;1.2;0.0;0.6;2.2;0.3;0.2;0.2;0.4;0.5;1.6;1.4;3.0;0.4;1.8;0.0;0.8;1.6;1.4;SF;0.0;0.857;0.143;0.097;0.028;0.208;0.125;0.0;0.5;0.6;0.412;0.118;0.304;2.8
179;Jaxson Hayes;22.0;5.0;3.0;9.9;1.2;2.4;0.3;0.0;0.2;0.0;1.2;2.1;0.3;0.3;0.8;1.2;0.6;0.8;2.0;2.8;0.2;0.0;0.2;0.6;1.8;3.0;C;0.0;0.8;0.267;0.303;0.02;0.283;0.0;0.02;0.333;0.56;1.25;0.5;0.356;4.0
180;Jaylen Brown;26.0;21.0;21.0;37.7;8.8;17.9;0.5;2.1;6.1;0.4;6.7;11.8;0.6;0.6;3.5;4.9;0.7;1.3;4.9;6.1;3.4;1.1;0.5;3.0;2.9;23.2;SF;0.272;0.578;0.151;0.615;0.09;0.162;0.029;0.013;1.133;0.295;1.296;0.274;0.612;20.9
181;Jaylen Nowell;22.5;3.0;0.0;12.2;2.1;7.6;0.3;0.3;3.4;0.2;1.8;4.2;0.4;0.3;0.1;0.2;0.2;0.4;0.1;0.5;0.8;0.5;0.0;0.2;0.9;4.6;SG;0.196;0.783;0.022;0.377;0.066;0.041;0.041;0.0;4.0;0.167;0.605;0.026;0.647;0.6
182;Jaylin Williams;21.0;10.0;0.0;12.7;1.6;3.3;0.5;0.9;2.2;0.4;0.7;1.1;0.6;0.6;0.3;0.4;0.8;0.4;2.8;3.2;1.5;0.4;0.3;0.3;1.1;4.4;C;0.614;0.318;0.068;0.346;0.118;0.252;0.031;0.024;5.0;0.32;1.333;0.121;0.297;7.7
183;Jayson Tatum;24.0;21.0;21.0;40.5;8.7;19.8;0.4;2.7;7.9;0.3;6.0;11.9;0.5;0.5;6.0;7.1;0.8;1.1;7.9;9.0;5.9;1.1;0.9;3.2;2.7;25.9;SF;0.313;0.463;0.232;0.64;0.146;0.222;0.027;0.022;1.844;0.429;1.308;0.359;0.645;27.4
184;Jeff Green;35.5;12.5;2.5;19.9;1.3;3.2;0.4;0.6;1.5;0.3;0.8;1.8;0.4;0.5;0.8;1.0;0.8;0.8;1.8;2.6;0.6;0.4;0.4;0.4;1.7;4.0;C;0.45;0.4;0.2;0.201;0.03;0.131;0.02;0.02;1.5;0.208;1.25;0.312;0.203;5.5
185;Jeremiah Robinson-Earl;23.0;1.0;0.0;5.0;1.0;2.0;0.5;0.0;0.0;0.0;1.0;2.0;0.5;0.5;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;PF;0.0;1.0;0.0;0.4;0.2;0.2;0.0;0.0;1.0;1.0;1.0;1.0;0.776;0.0
186;Jericho Sims;25.0;5.0;0.0;5.4;0.4;0.4;1.0;0.0;0.0;0.0;0.4;0.4;1.0;1.0;0.6;0.8;0.8;0.6;1.0;1.6;0.2;0.4;0.2;1.0;0.2;1.4;C;0.0;0.571;0.429;0.259;0.037;0.296;0.074;0.037;0.2;0.32;3.5;2.0;0.324;2.6
187;Jett Howard;20.0;2.0;0.0;5.0;1.0;1.5;0.7;0.5;0.5;1.0;0.5;1.0;0.5;0.8;0.0;0.0;0.0;0.0;0.5;0.5;0.5;0.0;0.0;1.0;0.5;2.5;SF;0.6;0.4;0.0;0.5;0.1;0.1;0.0;0.0;0.5;0.25;1.667;0.0;0.5;2.0
188;Jevon Carter;26.5;7.5;0.0;11.9;0.6;2.0;0.3;0.3;1.2;0.3;0.4;0.8;0.5;0.4;0.1;0.1;0.5;0.2;1.1;1.2;1.0;0.5;0.0;0.2;0.7;1.7;PG;0.529;0.471;0.059;0.143;0.084;0.101;0.042;0.0;5.0;0.173;0.85;0.05;0.189;2.9
189;Jimmy Butler;32.5;19.5;19.5;38.4;9.6;19.7;0.5;1.4;3.8;0.3;8.2;15.9;0.5;0.5;6.6;8.2;0.8;2.2;4.6;7.0;5.2;2.0;0.6;1.7;1.6;27.2;SF;0.154;0.603;0.243;0.708;0.135;0.182;0.052;0.016;3.059;0.349;1.381;0.416;0.651;28.4
190;Jock Landale;27.0;7.0;1.0;16.1;2.4;3.9;0.6;0.0;0.1;0.0;2.4;3.7;0.7;0.6;1.3;2.0;0.6;1.4;2.6;4.0;0.4;0.4;0.4;0.3;2.1;6.1;C;0.0;0.787;0.213;0.379;0.025;0.248;0.025;0.025;1.333;0.571;1.564;0.513;0.316;8.8
191;Joe Harris;31.0;4.0;0.0;11.0;0.5;3.3;0.2;0.3;3.0;0.1;0.3;0.3;1.0;0.2;0.5;0.5;1.0;0.0;1.3;1.3;0.0;0.5;0.0;0.8;1.3;1.8;SF;0.5;0.333;0.278;0.164;0.0;0.118;0.045;0.0;0.0;0.325;0.545;0.152;0.393;0.0
192;Joe Ingles;35.5;6.0;0.0;13.8;1.5;3.2;0.4;1.2;2.5;0.4;0.4;0.6;0.5;0.6;0.0;0.2;0.2;0.2;1.3;1.5;1.8;0.5;0.1;0.6;0.9;4.2;SF;0.857;0.19;0.0;0.304;0.13;0.109;0.036;0.007;3.0;0.25;1.312;0.062;0.282;5.6
193;Joel Embiid;28.0;8.3;8.3;39.0;8.3;18.4;0.5;1.2;4.3;0.2;7.2;14.1;0.5;0.5;9.0;10.4;0.9;2.4;8.1;10.4;3.5;0.8;1.7;3.8;3.2;26.8;C;0.134;0.537;0.336;0.687;0.09;0.267;0.021;0.044;0.921;1.265;1.457;0.565;0.687;28.0
194;John Collins;24.5;5.5;5.0;25.8;4.0;8.9;0.5;1.3;3.8;0.4;2.8;5.2;0.5;0.5;0.9;1.5;0.7;0.8;3.7;4.4;1.0;0.4;0.6;1.2;2.3;10.4;PF;0.375;0.538;0.087;0.403;0.039;0.171;0.016;0.023;0.833;0.818;1.169;0.169;0.417;10.2
195;John Konchar;25.5;6.5;0.0;8.4;0.4;1.6;0.2;0.0;0.8;0.1;0.4;0.8;0.4;0.3;0.2;0.2;0.5;0.6;1.6;2.2;0.7;0.4;0.2;0.2;1.0;1.0;SG;0.0;0.8;0.2;0.119;0.083;0.262;0.048;0.024;3.5;0.338;0.625;0.125;0.225;3.1
196;Jonas Valanciunas;30.0;5.0;5.0;25.8;5.5;10.9;0.5;0.1;0.6;0.1;5.4;10.3;0.5;0.5;3.4;4.3;0.8;5.0;7.6;12.6;2.2;0.6;0.1;2.2;2.6;14.5;C;0.021;0.745;0.234;0.562;0.085;0.488;0.023;0.004;1.0;2.52;1.33;0.394;0.581;21.5
197;Jonathan Isaac;26.0;7.0;3.0;21.0;2.3;5.6;0.4;1.4;3.9;0.4;0.9;1.7;0.5;0.5;0.3;0.3;1.0;1.4;3.4;4.9;0.4;0.7;1.3;0.6;1.0;6.3;PF;0.667;0.286;0.048;0.3;0.019;0.233;0.033;0.062;0.667;0.686;1.125;0.054;0.302;9.6
198;Jonathan Kuminga;19.5;13.0;1.5;7.4;1.6;3.1;0.5;0.2;0.8;0.3;1.4;2.3;0.6;0.6;0.9;1.2;0.7;0.4;1.0;1.3;0.5;0.2;0.0;0.6;0.6;4.3;SF;0.14;0.651;0.209;0.581;0.068;0.176;0.027;0.0;0.833;0.108;1.387;0.387;0.571;4.0
199;Jordan Clarkson;29.0;6.0;0.0;28.3;6.7;12.2;0.5;1.5;4.0;0.4;5.2;8.2;0.6;0.6;2.7;3.0;0.9;0.8;2.3;3.2;1.3;0.5;0.2;1.7;2.8;17.5;SG;0.257;0.594;0.154;0.618;0.046;0.113;0.018;0.007;0.765;0.517;1.434;0.246;0.538;15.1
200;Jordan Hawkins;21.0;3.0;0.0;4.0;0.0;1.3;0.0;0.0;1.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.0;0.0;0.0;1.0;0.3;1.0;SG;0.0;0.0;0.0;0.25;0.0;0.175;0.0;0.0;0.0;0.233;0.769;0.0;0.575;-0.6
201;Jordan McLaughlin;26.0;4.3;0.0;9.5;0.9;2.3;0.3;0.3;1.1;0.2;0.6;1.2;0.4;0.3;0.2;0.4;0.2;0.0;1.4;1.4;1.6;0.3;0.0;0.2;0.7;2.3;PG;0.391;0.522;0.087;0.242;0.168;0.147;0.032;0.0;8.0;0.326;1.0;0.174;0.282;3.8
202;Jordan Nwora;23.0;8.0;0.0;2.5;0.3;1.1;0.2;0.0;0.5;0.0;0.3;0.6;0.4;0.2;0.0;0.3;0.0;0.0;0.4;0.4;0.3;0.0;0.0;1.0;0.0;0.5;SF;0.0;1.2;0.0;0.2;0.12;0.16;0.0;0.0;0.3;0.05;0.455;0.273;0.893;-0.9
203;Jordan Poole;22.5;17.5;4.5;24.6;4.7;11.0;0.4;1.8;5.3;0.3;3.0;5.6;0.5;0.5;2.5;2.9;0.8;0.4;2.1;2.5;3.6;0.8;0.3;1.8;2.6;13.6;SG;0.397;0.441;0.184;0.553;0.146;0.102;0.033;0.012;2.0;0.143;1.236;0.264;0.572;12.3
204;Jordan Walsh;19.0;3.0;0.0;3.7;0.3;1.0;0.3;0.0;0.3;0.0;0.3;0.7;0.5;0.3;0.0;0.0;0.0;0.0;0.7;0.7;0.0;0.0;0.0;1.0;0.0;0.7;SF;0.0;0.857;0.0;0.189;0.0;0.189;0.0;0.0;0.0;0.233;0.7;0.0;0.541;-0.3
205;Jose Alvarado;24.0;5.0;0.0;17.5;1.8;5.2;0.3;0.6;3.1;0.2;1.1;2.2;0.5;0.4;0.8;1.1;0.4;0.2;1.0;1.2;1.9;1.2;0.2;1.1;1.9;4.9;PG;0.367;0.449;0.163;0.28;0.109;0.069;0.069;0.011;1.727;0.24;0.942;0.212;0.388;4.6
206;Josh Giddey;21.0;10.0;8.0;18.1;3.4;7.5;0.5;1.2;3.4;0.4;2.2;4.1;0.5;0.5;0.7;0.8;0.9;0.7;2.9;3.6;2.1;0.2;0.4;1.2;0.9;8.7;SG;0.414;0.506;0.08;0.481;0.116;0.199;0.011;0.022;1.75;0.36;1.16;0.107;0.5;9.6
207;Josh Green;22.0;19.0;0.0;12.8;1.0;2.8;0.4;0.6;2.0;0.3;0.4;0.8;0.5;0.5;0.4;0.7;0.5;0.6;1.2;1.6;0.7;0.6;0.0;0.2;1.2;3.2;SG;0.562;0.25;0.125;0.25;0.055;0.125;0.047;0.0;3.5;0.095;1.143;0.25;0.258;4.0
208;Josh Hart;27.5;12.0;9.0;37.2;4.6;10.0;0.5;1.3;3.7;0.3;3.3;6.3;0.5;0.5;2.0;2.8;0.7;2.2;7.2;9.4;3.4;0.9;0.6;2.2;3.4;12.4;SF;0.315;0.532;0.161;0.333;0.091;0.253;0.024;0.016;1.545;0.783;1.24;0.28;0.361;18.3
209;Josh Minott;20.5;3.0;0.0;4.8;0.2;1.4;0.1;0.2;1.0;0.2;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.1;0.4;0.5;0.3;1.0;0.5;0.5;0.7;0.6;SF;1.0;0.0;0.0;0.125;0.062;0.104;0.208;0.104;0.6;0.167;0.429;0.0;0.396;1.2
210;Josh Okogie;24.0;5.0;1.7;8.9;0.9;2.0;0.3;0.2;0.7;0.2;0.7;1.3;0.4;0.3;0.6;0.9;0.4;0.4;0.6;1.0;0.6;0.4;0.1;0.3;1.2;2.5;SG;0.24;0.56;0.24;0.281;0.067;0.112;0.045;0.011;2.0;0.2;1.25;0.45;0.303;2.9
211;Jrue Holiday;32.0;12.0;12.0;38.2;6.4;15.6;0.4;2.1;6.5;0.3;4.3;9.1;0.5;0.5;1.7;2.1;0.8;1.2;4.9;6.1;6.3;1.3;0.5;2.2;2.3;16.7;PG;0.377;0.515;0.102;0.437;0.165;0.16;0.034;0.013;2.864;0.508;1.071;0.135;0.49;19.1
212;Juan Toscano-Anderson;28.0;14.0;0.0;3.5;0.3;0.7;0.4;0.1;0.4;0.4;0.1;0.4;0.4;0.5;0.1;0.2;0.3;0.0;0.7;0.7;0.6;0.1;0.1;0.6;0.2;0.8;SF;0.375;0.25;0.125;0.229;0.171;0.2;0.029;0.029;1.0;0.05;1.143;0.286;0.397;1.2
213;Juancho Hernangómez;26.0;6.0;0.0;9.3;0.8;3.0;0.3;0.7;2.0;0.3;0.2;1.0;0.2;0.4;0.0;0.0;0.0;0.3;1.7;2.0;0.8;0.3;0.0;0.3;0.7;2.3;PF;0.913;0.174;0.0;0.247;0.086;0.215;0.032;0.0;2.667;0.333;0.767;0.0;0.355;2.9
214;Julian Strawther;21.0;3.0;0.0;5.3;0.7;2.0;0.3;0.3;1.3;0.2;0.3;0.7;0.5;0.4;0.7;1.3;0.5;0.0;0.7;0.7;0.0;0.3;0.0;0.3;1.0;2.3;SF;0.391;0.261;0.304;0.434;0.0;0.132;0.057;0.0;0.0;0.233;1.15;0.65;0.542;1.1
215;Julius Randle;28.0;10.0;10.0;33.0;5.5;14.7;0.4;1.7;6.6;0.3;3.8;8.1;0.5;0.4;3.9;5.5;0.7;1.7;6.6;8.3;3.6;0.5;0.3;3.5;2.4;16.6;PF;0.307;0.458;0.235;0.503;0.109;0.252;0.015;0.009;1.029;0.83;1.129;0.374;0.625;15.0
216;Justin Champagnie;21.0;4.0;0.0;2.5;0.3;1.0;0.2;0.0;0.8;0.0;0.3;0.3;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;SF;0.0;1.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.8;-1.2
217;Justin Holiday;34.0;12.0;0.0;12.5;0.9;2.9;0.3;0.9;2.4;0.4;0.0;0.5;0.0;0.5;0.2;0.3;0.5;0.1;1.6;1.7;0.3;0.5;0.0;0.3;1.3;2.9;SG;0.931;0.0;0.069;0.232;0.024;0.136;0.04;0.0;1.0;0.142;1.0;0.103;0.267;3.0
218;Jusuf Nurkic;29.0;4.0;4.0;26.0;3.3;6.5;0.5;0.0;0.5;0.0;3.3;6.0;0.5;0.5;1.3;2.8;0.5;3.3;5.0;8.3;2.8;1.5;1.5;1.5;3.8;7.8;C;0.0;0.846;0.167;0.3;0.108;0.319;0.058;0.058;1.867;2.075;1.2;0.431;0.355;15.7
219;Juwan Morgan;24.0;9.0;0.0;1.7;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.5;0.2;0.1;0.3;0.0;0.0;0.0;1.0;0.1;0.1;PF;0.0;0.0;1.0;0.059;0.0;0.176;0.0;0.0;0.0;0.033;1.0;2.0;0.699;-0.8
220;Karl-Anthony Towns;27.0;9.0;9.0;35.2;6.6;13.9;0.5;1.6;4.6;0.4;5.0;9.4;0.5;0.5;5.0;6.1;0.8;1.7;8.3;10.0;2.3;0.7;1.0;3.3;3.9;19.7;C;0.244;0.508;0.254;0.56;0.065;0.284;0.02;0.028;0.697;1.111;1.417;0.439;0.565;22.0
221;Kawhi Leonard;31.5;2.0;2.0;34.8;8.8;17.0;0.5;1.5;3.8;0.3;7.2;13.2;0.6;0.5;4.2;5.0;0.8;1.5;5.8;7.2;4.0;2.0;0.5;2.5;2.0;23.2;SF;0.194;0.621;0.181;0.667;0.115;0.207;0.057;0.014;1.6;3.65;1.365;0.294;0.624;25.5
222;Keegan Murray;22.0;7.0;7.0;27.7;3.7;8.3;0.4;1.7;4.6;0.4;2.0;3.7;0.5;0.6;0.6;0.9;0.7;2.1;4.1;6.3;0.7;0.6;0.3;0.6;2.6;9.7;SF;0.526;0.412;0.062;0.35;0.025;0.227;0.022;0.011;1.167;0.886;1.169;0.108;0.336;12.0
223;Kelly Oubre Jr.;28.0;6.0;6.0;37.3;5.2;10.7;0.5;1.5;3.8;0.4;3.7;6.8;0.5;0.6;1.3;1.8;0.7;1.5;2.5;4.0;1.7;1.8;1.2;1.3;4.0;13.2;SF;0.341;0.561;0.098;0.354;0.046;0.107;0.048;0.032;1.308;0.667;1.234;0.168;0.343;14.6
224;Kendall Brown;20.0;7.0;0.0;3.6;0.3;0.9;0.3;0.0;0.0;0.0;0.3;0.9;0.3;0.3;0.0;0.0;0.0;0.0;0.4;0.4;0.3;0.0;0.1;0.4;0.3;0.6;SG;0.0;1.0;0.0;0.167;0.083;0.111;0.0;0.028;0.75;0.057;0.667;0.0;0.361;0.4
225;Kenneth Lofton Jr.;20.0;4.0;0.0;3.0;0.8;2.0;0.4;0.0;0.5;0.0;0.8;1.5;0.5;0.4;0.3;0.5;0.5;0.3;0.5;0.8;0.3;0.0;0.0;1.0;0.0;1.8;PF;0.0;0.889;0.167;0.6;0.1;0.267;0.0;0.0;0.3;0.2;0.9;0.25;1.073;0.5
226;Kenrich Williams;29.0;7.0;0.0;4.6;0.3;1.1;0.2;0.0;0.7;0.0;0.3;0.4;0.7;0.2;0.0;0.0;0.0;0.1;1.0;1.1;0.4;0.1;0.0;1.0;0.4;0.6;PF;0.0;1.0;0.0;0.13;0.087;0.239;0.022;0.0;0.4;0.157;0.545;0.0;0.457;0.4
227;Kentavious Caldwell-Pope;29.5;16.0;16.0;34.3;3.2;7.6;0.4;1.6;4.6;0.4;1.6;3.0;0.5;0.5;1.2;1.4;0.9;0.6;2.6;3.1;2.1;1.4;0.6;0.8;2.8;9.4;SG;0.511;0.34;0.128;0.274;0.061;0.09;0.041;0.017;2.625;0.2;1.237;0.184;0.263;11.3
228;Kessler Edwards;21.5;4.0;0.0;2.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.2;0.2;0.0;0.2;0.8;1.0;SF;0.0;0.0;0.0;0.417;0.083;0.042;0.083;0.0;1.0;0.025;1.0;0.0;0.5;0.3
229;Kevin Durant;34.0;6.3;6.3;42.8;9.0;19.3;0.5;1.5;4.3;0.4;7.5;15.0;0.5;0.5;7.8;8.9;0.9;0.5;6.6;7.0;5.0;0.8;1.1;3.8;2.8;27.4;PF;0.164;0.547;0.285;0.64;0.117;0.164;0.019;0.026;1.316;1.127;1.42;0.461;0.631;26.2
230;Kevin Huerter;23.5;6.0;6.0;28.4;3.5;9.9;0.4;1.5;5.9;0.2;2.0;4.0;0.5;0.4;0.8;1.0;0.8;0.2;3.6;3.7;2.4;0.8;1.0;1.4;3.2;9.1;SG;0.495;0.44;0.088;0.32;0.085;0.13;0.028;0.035;1.714;0.633;0.919;0.101;0.413;9.1
231;Kevin Knox;22.0;2.0;0.0;4.5;3.5;5.5;0.6;3.0;5.0;0.6;0.5;0.5;1.0;0.9;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.5;0.0;11.0;SF;0.818;0.091;0.091;2.444;0.0;0.222;0.222;0.0;0.0;0.5;2.0;0.182;1.653;9.5
232;Kevin Love;34.5;12.5;9.0;12.2;1.5;3.9;0.4;1.0;2.6;0.3;0.6;1.3;0.5;0.5;0.4;0.4;0.4;0.4;3.8;4.2;1.0;0.2;0.2;0.4;1.1;4.4;PF;0.682;0.273;0.091;0.361;0.082;0.344;0.016;0.016;2.5;0.336;1.128;0.103;0.367;7.2
233;Kevon Looney;25.5;17.5;10.5;22.7;2.7;4.4;0.6;0.0;0.0;0.0;2.7;4.4;0.6;0.6;0.6;1.1;0.6;3.8;6.6;10.4;2.8;0.5;0.4;1.0;2.6;6.2;C;0.0;0.871;0.097;0.273;0.123;0.458;0.022;0.018;2.8;0.594;1.409;0.25;0.259;17.1
234;Khem Birch;29.0;6.0;4.0;10.5;1.3;2.7;0.5;0.3;0.7;0.5;1.0;2.0;0.5;0.6;0.0;0.0;0.0;0.7;0.8;1.5;0.5;0.2;0.2;0.5;2.2;3.0;C;0.3;0.667;0.0;0.286;0.048;0.143;0.019;0.019;1.0;0.25;1.111;0.0;0.305;3.5
235;Khris Middleton;31.0;4.3;4.3;36.3;7.4;16.1;0.5;2.5;6.2;0.4;4.9;9.9;0.5;0.5;3.7;4.2;0.9;1.3;5.6;6.9;6.0;0.9;0.1;3.7;3.4;21.0;SF;0.357;0.467;0.176;0.579;0.165;0.19;0.025;0.003;1.622;1.605;1.304;0.261;0.596;22.0
