ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
229;JT Thor;20.0;55.0;3.7;11.4;1.1;2.7;0.4;0.4;1.3;0.3;0.7;1.4;0.5;0.5;0.4;0.5;0.6;0.5;1.4;1.9;0.5;0.2;0.3;0.4;0.9;3.0;PF;0.4;0.467;0.133;0.263;0.044;0.167;0.018;0.026;1.25;0.035;1.111;0.185;0.291;3.8
230;Ja Morant;22.5;59.0;58.0;32.5;9.8;20.2;0.5;1.5;4.7;0.3;8.2;15.6;0.5;0.5;5.8;7.7;0.8;1.2;4.6;5.8;7.4;1.2;0.4;3.4;1.6;26.8;PG;0.168;0.612;0.216;0.825;0.228;0.178;0.037;0.012;2.176;0.098;1.327;0.381;0.83;25.9
231;JaMychal Green;31.5;62.0;4.5;15.1;2.4;4.6;0.5;0.6;1.9;0.3;1.8;2.8;0.6;0.6;1.0;1.3;0.8;1.2;2.6;3.9;0.9;0.5;0.4;0.9;2.1;6.4;PF;0.281;0.562;0.156;0.424;0.06;0.258;0.033;0.026;1.0;0.061;1.391;0.283;0.402;8.6
232;JaVale McGee;35.0;54.0;8.0;10.6;2.5;4.0;0.6;0.0;0.1;0.3;2.5;3.9;0.6;0.6;0.9;1.3;0.6;1.3;2.7;4.0;0.4;0.2;0.7;1.0;1.6;5.9;C;0.0;0.847;0.153;0.557;0.038;0.377;0.019;0.066;0.4;0.074;1.475;0.325;0.526;8.3
233;Jabari Smith Jr.;19.5;77.5;77.5;31.4;4.8;11.2;0.4;1.6;5.0;0.3;3.2;6.2;0.5;0.5;2.0;2.5;0.8;1.6;6.0;7.6;1.5;0.6;0.8;1.2;2.8;13.2;PF;0.364;0.485;0.152;0.42;0.048;0.242;0.019;0.025;1.25;0.098;1.179;0.223;0.43;15.6
234;Jabari Walker;20.5;64.0;11.5;17.4;2.4;5.3;0.4;0.4;1.4;0.3;2.0;3.8;0.5;0.5;1.2;1.6;0.8;1.5;3.2;4.7;0.8;0.4;0.2;0.7;1.8;6.4;SF;0.188;0.625;0.187;0.368;0.046;0.27;0.023;0.011;1.143;0.073;1.208;0.302;0.385;8.5
235;Jacob Gilyard;25.0;39.0;14.0;17.4;1.6;3.8;0.4;1.3;3.2;0.4;0.2;0.6;0.4;0.6;0.0;0.0;1.0;0.2;0.9;1.2;3.4;0.8;0.1;0.8;1.0;4.4;PG;0.886;0.091;0.0;0.253;0.195;0.069;0.046;0.006;4.25;0.028;1.158;0.0;0.264;6.8
236;Jaden Hardy;20.5;60.5;6.0;14.2;2.8;6.8;0.4;1.2;3.2;0.4;1.6;3.6;0.5;0.5;1.1;1.3;0.8;0.2;1.6;1.8;1.4;0.4;0.1;0.9;1.2;8.0;SG;0.45;0.4;0.138;0.563;0.099;0.127;0.028;0.007;1.556;0.03;1.176;0.191;0.583;6.6
237;Jaden Ivey;20.5;75.5;67.0;30.0;5.4;13.0;0.4;1.6;4.8;0.3;3.8;8.2;0.5;0.5;3.2;4.4;0.7;1.0;2.6;3.6;4.5;0.8;0.4;2.8;3.0;15.8;SG;0.304;0.481;0.203;0.527;0.15;0.12;0.027;0.013;1.607;0.048;1.215;0.338;0.591;13.5
238;Jaden McDaniels;22.0;73.7;60.3;28.5;4.2;8.6;0.5;1.2;3.5;0.4;3.0;5.1;0.6;0.6;1.0;1.3;0.8;1.0;2.7;3.7;1.5;0.8;0.8;1.2;3.2;10.6;PF;0.34;0.566;0.094;0.372;0.053;0.13;0.028;0.028;1.25;0.05;1.233;0.151;0.364;11.5
239;Jaden Springer;21.0;40.5;1.5;11.0;1.3;3.4;0.4;0.2;1.1;0.2;1.1;2.2;0.5;0.4;0.8;1.0;0.8;0.8;1.0;1.7;1.0;0.8;0.3;0.8;1.4;3.6;SG-PG;0.167;0.611;0.222;0.327;0.091;0.155;0.073;0.027;1.25;0.044;1.059;0.294;0.422;4.4
240;Jae Crowder;32.0;58.5;46.0;25.6;2.8;6.8;0.4;1.5;4.4;0.3;1.2;2.4;0.5;0.5;0.8;1.0;0.8;0.5;3.7;4.2;1.6;1.1;0.3;0.6;2.0;7.8;PF;0.577;0.308;0.103;0.305;0.062;0.164;0.043;0.012;2.667;0.072;1.147;0.147;0.306;10.2
241;Jae'Sean Tate;27.0;58.0;31.0;21.4;3.3;6.7;0.5;0.5;1.8;0.3;2.7;5.0;0.6;0.5;1.2;1.7;0.7;1.3;2.8;4.1;2.2;0.7;0.3;1.3;3.1;8.3;SF;0.181;0.651;0.145;0.388;0.103;0.192;0.033;0.014;1.692;0.071;1.239;0.254;0.409;10.4
242;Jaime Jaquez Jr.;22.0;75.0;20.0;28.2;4.5;9.3;0.5;0.9;2.7;0.3;3.7;6.6;0.6;0.5;1.9;2.3;0.8;1.1;2.7;3.8;2.6;1.0;0.3;1.5;2.2;11.9;SF;0.227;0.622;0.16;0.422;0.092;0.135;0.035;0.011;1.733;0.051;1.28;0.247;0.419;12.9
243;Jake LaRavia;21.5;35.0;3.0;17.4;2.2;5.7;0.4;1.1;3.2;0.3;1.2;2.4;0.5;0.5;1.4;1.7;0.8;1.0;1.8;2.8;1.2;0.6;0.2;0.9;1.7;6.9;PF;0.478;0.348;0.203;0.397;0.069;0.161;0.034;0.011;1.333;0.08;1.211;0.298;0.422;7.0
244;Jake Layman;27.0;34.0;1.0;6.8;0.9;2.1;0.4;0.2;1.0;0.2;0.6;1.1;0.6;0.5;0.4;0.5;0.7;0.2;0.9;1.1;0.3;0.2;0.1;0.3;0.4;2.4;SF;0.25;0.5;0.167;0.353;0.044;0.162;0.029;0.015;1.0;0.032;1.143;0.238;0.385;2.5
245;Jakob Poeltl;27.0;52.4;51.8;27.0;5.5;8.6;0.6;0.0;0.0;0.2;5.5;8.6;0.6;0.6;1.5;2.7;0.6;3.3;5.7;9.0;2.7;0.9;1.4;1.6;2.9;12.5;C;0.0;0.88;0.12;0.463;0.1;0.333;0.033;0.052;1.688;0.172;1.453;0.314;0.422;20.6
246;Jalen Brunson;26.0;74.7;68.7;34.1;8.4;17.3;0.5;2.0;4.9;0.4;6.5;12.3;0.5;0.5;4.2;5.0;0.8;0.6;3.2;3.7;5.9;0.9;0.1;2.0;2.0;23.0;PG;0.261;0.565;0.183;0.674;0.173;0.109;0.026;0.003;2.95;0.051;1.329;0.289;0.63;22.0
247;Jalen Duren;19.5;64.0;45.5;27.0;4.8;7.6;0.6;0.0;0.0;0.0;4.8;7.6;0.6;0.6;1.8;2.6;0.7;3.2;7.0;10.2;1.8;0.6;0.8;1.8;2.9;11.4;C;0.0;0.842;0.158;0.422;0.067;0.378;0.022;0.03;1.0;0.159;1.5;0.342;0.391;19.4
248;Jalen Green;20.0;75.0;75.0;32.6;6.8;16.1;0.4;2.4;7.2;0.3;4.4;9.0;0.5;0.5;3.7;4.6;0.8;0.5;3.6;4.1;3.3;0.8;0.3;2.3;1.5;19.7;SG;0.365;0.447;0.188;0.604;0.101;0.126;0.025;0.009;1.435;0.055;1.224;0.286;0.627;15.7
249;Jalen Hood-Schifino;20.0;21.0;0.0;5.2;0.5;2.1;0.2;0.1;0.7;0.1;0.4;1.4;0.3;0.2;0.6;1.0;0.6;0.1;0.5;0.6;0.4;0.1;0.1;0.4;0.6;1.6;SG;0.188;0.5;0.375;0.308;0.077;0.115;0.019;0.019;1.0;0.029;0.762;0.476;0.565;0.4
250;Jalen Johnson;21.0;49.3;19.3;18.0;3.2;6.3;0.5;0.6;1.9;0.3;2.6;4.5;0.6;0.6;0.9;1.3;0.7;0.7;3.9;4.6;1.6;0.6;0.5;0.9;1.5;8.0;PF;0.225;0.65;0.112;0.444;0.089;0.256;0.033;0.028;1.778;0.093;1.27;0.206;0.432;10.9
251;Jalen McDaniels;25.0;53.0;10.2;19.0;2.7;6.0;0.4;0.7;2.2;0.3;2.0;3.8;0.5;0.5;1.2;1.4;0.8;0.7;2.7;3.4;1.2;0.8;0.3;0.9;2.0;7.3;SF;0.288;0.548;0.164;0.384;0.063;0.179;0.042;0.016;1.333;0.064;1.217;0.233;0.396;8.6
252;Jalen Pickett;24.0;27.0;0.0;4.5;0.6;1.3;0.4;0.3;0.9;0.4;0.2;0.4;0.6;0.6;0.1;0.1;0.8;0.0;0.5;0.5;0.8;0.1;0.0;0.3;0.5;1.6;SG;0.562;0.25;0.062;0.356;0.178;0.111;0.022;0.0;2.667;0.019;1.231;0.077;0.365;2.0
253;Jalen Smith;21.6;46.2;12.2;18.4;3.6;7.1;0.5;0.9;2.5;0.3;2.8;4.5;0.6;0.6;1.5;2.0;0.7;1.9;4.0;5.9;0.7;0.3;0.8;0.9;2.0;9.6;PF;0.281;0.583;0.156;0.522;0.038;0.321;0.016;0.043;0.778;0.128;1.352;0.282;0.483;12.4
254;Jalen Suggs;21.0;58.7;46.3;25.9;4.0;9.8;0.4;1.4;4.3;0.3;2.7;5.4;0.5;0.5;1.9;2.6;0.8;0.7;2.5;3.2;3.3;1.3;0.5;2.2;2.7;11.4;PG;0.368;0.474;0.167;0.44;0.127;0.124;0.05;0.019;1.5;0.055;1.163;0.265;0.507;11.0
255;Jalen Williams;21.5;73.0;66.5;30.8;6.5;12.3;0.5;1.2;3.0;0.4;5.3;9.2;0.6;0.6;2.3;2.8;0.8;0.8;3.4;4.2;3.9;1.2;0.6;1.6;2.5;16.6;SG;0.217;0.639;0.139;0.539;0.127;0.136;0.039;0.019;2.438;0.058;1.35;0.228;0.491;18.6
256;Jalen Wilson;23.0;43.0;3.0;15.4;1.8;4.2;0.4;0.6;1.7;0.3;1.2;2.4;0.5;0.5;0.9;1.1;0.8;1.1;2.0;3.0;1.0;0.3;0.1;0.4;1.1;5.0;PF;0.36;0.48;0.18;0.325;0.065;0.195;0.019;0.006;2.5;0.072;1.19;0.262;0.33;6.5
257;Jamal Cain;24.0;26.0;1.0;10.0;1.3;3.0;0.4;0.4;1.2;0.4;0.9;1.8;0.5;0.5;0.7;0.9;0.8;0.6;0.8;1.4;0.4;0.4;0.2;0.3;0.8;3.7;PF;0.324;0.486;0.189;0.37;0.04;0.14;0.04;0.02;1.333;0.054;1.233;0.3;0.37;3.9
258;Jamal Murray;25.5;62.0;62.0;32.2;7.6;16.4;0.5;2.6;6.2;0.4;5.1;10.2;0.5;0.5;2.8;3.2;0.8;0.7;3.3;4.0;6.4;1.0;0.4;2.2;1.7;20.6;PG;0.379;0.495;0.136;0.64;0.199;0.124;0.031;0.012;2.909;0.065;1.256;0.195;0.621;21.0
259;James Bouknight;21.5;32.5;0.0;12.4;1.8;5.1;0.4;0.8;2.4;0.3;1.0;2.8;0.4;0.4;0.8;1.0;0.8;0.4;1.4;1.9;1.0;0.3;0.0;0.7;1.2;5.1;SG;0.471;0.392;0.157;0.411;0.081;0.153;0.024;0.0;1.429;0.055;1.0;0.196;0.503;4.0
260;James Harden;32.6;52.0;52.0;36.6;5.9;14.2;0.4;2.4;6.9;0.4;3.5;7.3;0.5;0.5;6.3;7.2;0.9;0.7;6.1;6.8;10.0;1.2;0.6;3.7;2.2;20.6;PG-SG;0.35;0.34;0.306;0.563;0.273;0.186;0.033;0.016;2.703;0.131;1.451;0.507;0.576;26.3
261;James Johnson;34.0;62.0;10.0;19.2;2.3;5.0;0.5;0.4;1.4;0.3;2.0;3.6;0.5;0.5;0.5;0.9;0.5;0.8;2.6;3.5;2.1;0.5;0.5;0.8;2.6;5.5;PF;0.218;0.727;0.091;0.286;0.109;0.182;0.026;0.026;2.625;0.055;1.1;0.18;0.323;8.1
262;James Wiseman;21.2;38.2;12.5;18.6;3.8;6.8;0.6;0.0;0.3;0.2;3.8;6.4;0.6;0.6;1.4;2.0;0.7;1.6;4.1;5.7;0.8;0.2;0.6;1.1;2.4;9.2;C;0.0;0.826;0.152;0.495;0.043;0.306;0.011;0.032;0.727;0.149;1.353;0.294;0.472;11.8
263;Jarace Walker;20.0;33.0;0.0;10.3;1.4;3.3;0.4;0.7;1.7;0.4;0.7;1.7;0.4;0.5;0.2;0.3;0.9;0.4;1.5;1.9;1.2;0.5;0.3;0.5;0.9;3.6;PF;0.583;0.389;0.056;0.35;0.117;0.184;0.049;0.029;2.4;0.058;1.091;0.091;0.382;5.0
264;Jared Butler;22.0;41.0;0.5;11.4;2.0;4.3;0.4;0.6;2.0;0.3;1.4;2.3;0.6;0.5;0.6;0.6;0.8;0.2;1.1;1.3;2.4;0.6;0.2;1.0;1.3;5.0;SG;0.36;0.56;0.12;0.439;0.211;0.114;0.053;0.018;2.4;0.032;1.163;0.14;0.488;6.2
265;Jaren Jackson Jr.;23.0;69.0;69.0;29.3;6.6;14.6;0.5;1.7;5.0;0.3;5.0;9.6;0.5;0.5;4.2;5.2;0.8;1.5;4.5;6.0;1.5;1.0;2.3;1.9;3.6;19.1;PF;0.267;0.524;0.22;0.652;0.051;0.205;0.034;0.078;0.789;0.087;1.308;0.356;0.641;19.0
266;Jarred Vanderbilt;23.0;51.8;40.6;23.5;2.8;5.2;0.5;0.3;0.9;0.3;2.6;4.3;0.6;0.6;1.1;1.6;0.7;2.1;4.9;7.1;1.8;1.2;0.3;1.1;2.2;7.1;PF;0.127;0.732;0.155;0.302;0.077;0.302;0.051;0.013;1.636;0.135;1.365;0.308;0.298;13.4
267;Jarrett Allen;24.0;67.0;67.0;32.2;6.4;9.8;0.7;0.0;0.1;0.1;6.4;9.8;0.7;0.7;2.8;3.9;0.7;3.3;7.1;10.4;2.0;0.8;1.2;1.6;2.0;15.6;C;0.0;0.821;0.179;0.484;0.062;0.323;0.025;0.037;1.25;0.155;1.592;0.398;0.407;23.9
268;Jarrett Culver;22.0;37.0;0.0;9.1;1.4;3.6;0.4;0.3;1.3;0.3;1.1;2.4;0.4;0.4;0.4;0.9;0.5;0.4;0.9;1.3;0.9;0.5;0.1;0.5;1.1;3.5;SG;0.257;0.629;0.114;0.385;0.099;0.143;0.055;0.011;1.8;0.035;0.972;0.25;0.494;3.1
269;Javon Freeman-Liberty;24.0;22.0;6.0;18.3;2.5;5.6;0.4;0.5;1.9;0.2;2.0;3.7;0.5;0.5;1.5;1.6;0.9;0.7;2.5;3.2;1.8;0.5;0.2;1.1;1.3;7.0;PG;0.214;0.571;0.214;0.383;0.098;0.175;0.027;0.011;1.636;0.145;1.25;0.286;0.405;8.4
270;Javonte Green;28.5;48.5;23.0;19.2;2.3;4.2;0.6;0.5;1.4;0.4;1.8;2.8;0.6;0.6;1.0;1.4;0.8;1.1;2.3;3.5;0.8;0.9;0.6;0.6;1.8;6.2;SF;0.242;0.581;0.161;0.323;0.042;0.182;0.047;0.031;1.333;0.07;1.476;0.333;0.282;9.0
271;Jaxson Hayes;22.0;62.3;11.7;15.2;2.4;3.8;0.6;0.1;0.5;0.2;2.3;3.3;0.7;0.6;1.3;1.9;0.7;1.1;2.3;3.4;0.6;0.5;0.5;0.7;1.8;6.2;C;0.048;0.742;0.21;0.408;0.039;0.224;0.033;0.033;0.857;0.055;1.632;0.5;0.351;8.5
272;Jay Huff;25.0;20.0;0.0;2.5;0.5;0.8;0.6;0.2;0.5;0.3;0.3;0.3;1.0;0.7;0.1;0.1;1.0;0.1;0.5;0.6;0.1;0.1;0.2;0.1;0.5;1.2;C;0.5;0.5;0.083;0.48;0.04;0.24;0.04;0.08;1.0;0.03;1.5;0.125;0.378;1.8
273;Jaylen Brown;26.0;67.7;67.7;34.3;9.3;19.0;0.5;2.3;6.7;0.3;6.9;12.3;0.6;0.5;3.5;4.7;0.7;1.1;5.1;6.2;3.5;1.1;0.4;2.7;2.6;24.4;SF;0.283;0.566;0.143;0.711;0.102;0.181;0.032;0.012;1.296;0.092;1.284;0.247;0.693;22.0
274;Jaylen Nowell;22.5;63.5;1.5;17.5;3.8;8.2;0.5;1.0;3.1;0.3;2.7;5.0;0.5;0.5;1.2;1.5;0.8;0.5;1.8;2.3;2.0;0.5;0.2;0.8;1.4;9.6;SG;0.312;0.563;0.125;0.549;0.114;0.131;0.029;0.011;2.5;0.036;1.171;0.183;0.552;9.1
275;Jaylin Williams;20.5;59.0;18.5;15.8;1.8;4.0;0.4;0.8;2.2;0.4;0.8;1.8;0.5;0.5;0.6;0.8;0.8;0.7;3.4;4.2;1.6;0.5;0.3;0.6;1.8;5.0;PF;0.48;0.32;0.12;0.316;0.101;0.266;0.032;0.019;2.667;0.069;1.25;0.2;0.313;8.5
276;Jayson Tatum;24.0;74.7;74.7;36.2;9.4;20.3;0.5;3.1;8.7;0.4;6.3;11.6;0.5;0.5;6.0;7.1;0.8;1.0;7.3;8.3;4.6;1.0;0.6;2.8;2.2;28.0;SF;0.332;0.45;0.214;0.773;0.127;0.229;0.028;0.017;1.643;0.111;1.379;0.35;0.724;27.7
277;Jeenathan Williams;24.0;22.0;0.0;5.9;1.2;2.3;0.5;0.1;0.2;0.4;1.1;2.0;0.6;0.6;0.3;0.6;0.5;0.5;0.5;1.0;0.3;0.2;0.0;0.2;0.5;2.9;SG;0.103;0.759;0.103;0.492;0.051;0.169;0.034;0.0;1.5;0.045;1.261;0.261;0.468;2.8
278;Jeff Dowtin;25.0;25.0;0.0;10.4;1.0;2.3;0.4;0.2;0.6;0.3;0.8;1.6;0.5;0.5;0.2;0.4;0.7;0.2;0.7;0.9;1.2;0.4;0.1;0.2;0.5;2.4;PG;0.25;0.667;0.083;0.231;0.115;0.087;0.038;0.01;6.0;0.036;1.043;0.174;0.257;3.3
279;Jeff Green;36.0;69.7;24.3;20.3;2.9;5.9;0.5;0.6;2.1;0.3;2.3;3.8;0.6;0.5;1.8;2.2;0.8;0.6;2.0;2.7;1.1;0.3;0.4;0.8;1.7;8.2;C;0.22;0.561;0.22;0.404;0.054;0.133;0.015;0.02;1.375;0.037;1.39;0.373;0.378;8.4
280;Jerami Grant;28.0;54.7;54.7;33.8;6.8;15.0;0.5;2.1;5.4;0.4;4.7;9.6;0.5;0.5;4.6;5.6;0.8;0.7;3.4;4.0;2.5;0.8;0.8;1.9;2.3;20.2;PF;0.312;0.465;0.228;0.598;0.074;0.118;0.024;0.024;1.316;0.075;1.347;0.373;0.573;17.3
281;Jeremiah Robinson-Earl;22.0;43.7;19.0;16.6;2.2;4.9;0.4;0.8;2.3;0.3;1.4;2.6;0.5;0.5;0.6;0.8;0.8;1.3;2.7;3.9;0.8;0.5;0.2;0.5;1.3;5.7;C;0.421;0.491;0.105;0.343;0.048;0.235;0.03;0.012;1.6;0.092;1.163;0.163;0.347;7.8
282;Jeremy Lamb;29.0;47.5;0.0;16.2;2.3;6.0;0.4;1.0;3.0;0.3;1.3;3.0;0.4;0.5;1.6;2.0;0.8;0.4;2.2;2.6;1.4;0.6;0.4;0.6;1.1;7.2;SF-SG;0.417;0.361;0.222;0.444;0.086;0.16;0.037;0.025;2.333;0.055;1.2;0.333;0.462;7.5
283;Jeremy Sochan;19.5;65.0;63.0;27.8;4.6;10.2;0.4;0.8;2.8;0.3;3.8;7.4;0.5;0.5;1.4;2.0;0.7;1.8;4.1;5.8;3.0;0.8;0.4;1.8;2.4;11.3;PF;0.212;0.673;0.124;0.406;0.108;0.209;0.029;0.014;1.667;0.091;1.108;0.196;0.463;13.4
284;Jericho Sims;24.0;46.0;10.7;14.0;1.1;1.5;0.7;0.0;0.0;0.0;1.1;1.5;0.7;0.7;0.3;0.5;0.6;1.5;2.5;4.0;0.5;0.3;0.5;0.5;1.5;2.5;PF;0.0;0.88;0.12;0.179;0.036;0.286;0.021;0.036;1.0;0.087;1.667;0.333;0.159;6.7
285;Jerome Robinson;26.0;22.0;0.0;3.7;0.5;1.5;0.3;0.1;0.8;0.1;0.4;0.7;0.6;0.4;0.3;0.5;0.6;0.0;0.2;0.3;0.2;0.0;0.1;0.1;0.2;1.4;SG;0.214;0.571;0.214;0.378;0.054;0.081;0.0;0.027;2.0;0.009;0.933;0.333;0.492;0.6
286;Jevon Carter;26.6;57.0;9.0;15.9;1.9;4.7;0.4;1.2;3.0;0.4;0.7;1.7;0.4;0.5;0.3;0.3;0.8;0.3;1.5;1.7;1.7;0.5;0.2;0.6;1.2;5.3;PG;0.679;0.264;0.057;0.333;0.107;0.107;0.031;0.013;2.833;0.032;1.128;0.064;0.342;6.1
287;Jimmy Butler;33.0;60.3;60.3;33.8;7.0;13.9;0.5;0.7;2.0;0.3;6.3;11.9;0.5;0.5;7.0;8.1;0.9;1.9;3.8;5.7;5.3;1.6;0.4;1.8;1.3;21.7;SF;0.097;0.581;0.323;0.642;0.157;0.169;0.047;0.012;2.944;0.095;1.561;0.583;0.57;24.9
288;Jock Landale;27.0;59.7;2.7;12.9;2.1;4.1;0.5;0.3;1.2;0.3;1.8;2.9;0.6;0.6;0.9;1.2;0.8;1.5;1.7;3.3;1.0;0.3;0.4;0.7;1.4;5.5;C;0.164;0.655;0.164;0.426;0.078;0.256;0.023;0.031;1.429;0.054;1.341;0.293;0.413;7.4
289;Joe Harris;31.0;74.0;33.0;20.6;2.7;5.9;0.5;1.9;4.5;0.4;0.8;1.4;0.6;0.6;0.2;0.4;0.6;0.3;1.9;2.2;1.4;0.5;0.2;0.6;1.9;7.6;SG;0.75;0.211;0.026;0.369;0.068;0.107;0.024;0.01;2.333;0.03;1.288;0.068;0.324;7.9
290;Joe Ingles;35.0;53.0;5.0;21.6;2.1;5.0;0.4;1.5;3.9;0.4;0.6;1.1;0.5;0.6;0.4;0.5;0.8;0.3;2.3;2.6;3.3;0.6;0.1;1.1;1.6;6.2;SF;0.726;0.194;0.065;0.287;0.153;0.12;0.028;0.005;3.0;0.049;1.24;0.1;0.293;8.7
291;Joe Wieskamp;22.0;29.0;0.0;7.1;0.7;1.9;0.4;0.5;1.5;0.3;0.2;0.4;0.5;0.5;0.2;0.4;0.5;0.1;0.3;0.5;0.3;0.1;0.1;0.1;0.5;2.1;SG;0.714;0.19;0.095;0.296;0.042;0.07;0.014;0.014;3.0;0.014;1.105;0.211;0.306;1.5
292;Joel Embiid;28.0;57.7;57.7;34.0;10.8;20.5;0.5;1.3;3.4;0.4;9.5;17.1;0.6;0.6;9.9;11.7;0.9;2.1;8.9;11.0;4.7;1.1;1.6;3.4;2.9;32.8;C;0.119;0.579;0.302;0.965;0.138;0.324;0.032;0.047;1.382;0.191;1.6;0.571;0.854;36.3
293;John Collins;25.0;64.3;63.3;29.6;5.7;11.0;0.5;1.2;3.4;0.3;4.6;7.6;0.6;0.6;2.2;2.8;0.8;1.7;5.9;7.6;1.4;0.6;1.0;1.2;3.0;14.8;PF;0.243;0.622;0.149;0.5;0.047;0.257;0.02;0.034;1.167;0.118;1.345;0.255;0.454;18.3
294;John Konchar;26.0;66.3;17.7;20.0;1.8;3.9;0.5;0.7;2.2;0.4;1.1;1.8;0.6;0.6;0.4;0.6;0.7;1.1;3.4;4.5;1.6;0.9;0.5;0.6;1.4;4.7;SG;0.447;0.468;0.085;0.235;0.08;0.225;0.045;0.025;2.667;0.068;1.205;0.154;0.238;9.3
295;John Wall;32.0;34.0;3.0;22.2;4.1;9.9;0.4;1.0;3.2;0.3;3.1;6.7;0.5;0.5;2.3;3.3;0.7;0.4;2.3;2.7;5.2;0.8;0.4;2.4;1.7;11.4;PG;0.263;0.544;0.202;0.514;0.234;0.122;0.036;0.018;2.167;0.079;1.152;0.333;0.619;11.3
296;Johnny Davis;20.5;39.0;5.5;13.7;1.8;4.6;0.4;0.4;1.6;0.3;1.4;3.0;0.5;0.4;0.4;0.8;0.6;0.4;1.6;1.8;0.8;0.4;0.2;0.4;1.4;4.4;SG;0.273;0.636;0.091;0.321;0.058;0.131;0.029;0.015;2.0;0.051;0.957;0.174;0.391;4.2
297;Johnny Juzang;22.0;20.0;5.0;18.6;2.6;5.5;0.5;1.6;3.9;0.4;1.0;1.7;0.6;0.6;0.5;0.7;0.7;0.4;1.5;1.8;1.2;0.2;0.1;0.7;1.5;7.2;SG;0.667;0.278;0.069;0.387;0.065;0.097;0.011;0.005;1.714;0.095;1.309;0.127;0.35;6.8
298;Jonas Valanciunas;30.0;78.3;78.3;26.2;5.8;10.6;0.6;0.6;1.7;0.3;5.3;8.9;0.6;0.6;2.5;3.1;0.8;2.7;7.4;10.1;2.2;0.4;0.8;1.9;3.0;14.7;C;0.122;0.721;0.17;0.561;0.084;0.385;0.015;0.031;1.158;0.129;1.387;0.292;0.529;20.9
299;Jonathan Isaac;26.0;58.0;2.0;15.8;2.5;4.9;0.5;0.7;1.9;0.4;1.8;3.0;0.6;0.6;1.0;1.4;0.7;1.3;3.2;4.5;0.5;0.7;1.2;0.5;1.1;6.8;PF;0.309;0.529;0.147;0.43;0.032;0.285;0.044;0.076;1.0;0.078;1.388;0.286;0.381;10.4
300;Jonathan Kuminga;20.0;70.3;24.7;21.3;4.5;8.5;0.5;0.7;2.2;0.3;3.7;6.3;0.6;0.6;2.1;2.9;0.7;1.0;2.9;3.8;1.7;0.6;0.4;1.4;2.2;11.8;SF;0.178;0.627;0.178;0.554;0.08;0.178;0.028;0.019;1.214;0.055;1.388;0.341;0.525;12.2
301;Jontay Porter;24.0;26.0;5.0;13.8;1.5;4.0;0.4;0.8;2.3;0.3;0.8;1.7;0.5;0.5;0.6;0.7;0.8;1.0;2.2;3.2;2.3;0.8;0.8;0.8;1.3;4.4;PF;0.545;0.364;0.136;0.319;0.167;0.232;0.058;0.058;2.875;0.123;1.1;0.175;0.37;8.1
302;Jordan Clarkson;30.0;65.0;27.0;30.1;6.5;15.3;0.4;2.2;6.9;0.3;4.3;8.4;0.5;0.5;2.8;3.3;0.8;1.0;2.7;3.6;4.0;0.6;0.2;2.4;1.8;18.0;SG;0.367;0.478;0.156;0.598;0.133;0.12;0.02;0.007;1.667;0.057;1.176;0.216;0.636;14.8
303;Jordan Goodwin;24.7;53.0;6.3;16.8;2.3;5.7;0.4;0.6;2.1;0.3;1.6;3.6;0.5;0.5;0.8;0.9;0.8;1.1;2.4;3.5;2.5;0.8;0.3;0.9;1.3;6.0;PG;0.3;0.533;0.133;0.357;0.149;0.208;0.048;0.018;2.778;0.066;1.053;0.158;0.416;8.7
304;Jordan Hawkins;21.0;67.0;10.0;17.3;2.6;6.8;0.4;1.6;4.4;0.4;1.0;2.4;0.4;0.5;1.0;1.2;0.8;0.4;1.8;2.2;1.0;0.3;0.1;0.6;1.1;7.8;SG;0.615;0.256;0.128;0.451;0.058;0.127;0.017;0.006;1.667;0.033;1.147;0.176;0.458;6.4
305;Jordan McLaughlin;26.0;53.7;1.0;13.8;1.4;3.1;0.4;0.6;1.6;0.4;0.8;1.5;0.5;0.5;0.3;0.4;0.8;0.3;1.1;1.4;2.8;0.7;0.1;0.6;0.7;3.7;PG;0.486;0.432;0.081;0.268;0.203;0.101;0.051;0.007;4.667;0.026;1.194;0.129;0.281;6.3
306;Jordan Nwora;24.2;45.3;7.2;18.0;3.1;7.1;0.4;1.2;3.3;0.4;1.8;3.8;0.5;0.5;1.0;1.2;0.8;0.7;2.8;3.6;1.3;0.4;0.3;1.1;1.2;8.4;SF;0.429;0.429;0.119;0.467;0.072;0.2;0.022;0.017;1.182;0.077;1.183;0.169;0.485;8.6
307;Jordan Poole;23.0;78.7;53.3;30.0;6.4;14.9;0.4;2.6;7.5;0.3;3.8;7.4;0.5;0.5;3.4;3.8;0.9;0.4;2.6;2.9;4.3;0.9;0.3;2.7;2.8;18.8;SG;0.415;0.404;0.181;0.627;0.143;0.097;0.03;0.01;1.593;0.038;1.262;0.255;0.642;15.7
