Player,PTS,Age,Usage Rate,AST,TRB,STL,BLK,3P%,Cluster_Label
OG Anunoby,16.2,25.0,0.423,1.8,5.0,1.0,0.6,0.4,Role Player
Obi Toppin,9.0,24.5,0.469,1.2,4.0,0.6,0.4,0.3,Role Player
Olivier-Maxence Prosper,1.0,21.0,0.567,0.3,1.0,0.0,0.0,0.0,Bench Player
Omer Yurtseven,1.6,23.5,0.803,0.2,0.7,0.0,0.1,0.0,Bench Player
Onyeka Okongwu,5.6,21.5,0.253,0.8,5.8,0.6,1.0,0.5,Role Player
Orlando Robinson,1.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,Bench Player
Oshae Brissett,1.6,25.0,0.25,0.0,1.4,0.3,0.2,1.0,Bench Player
Otto Porter Jr.,5.4,28.0,0.252,1.8,3.4,0.9,0.3,0.4,Role Player
Ousmane Dieng,0.5,20.0,0.833,0.0,0.0,0.0,0.0,0.0,Bench Player
P.J. Tucker,6.1,37.0,0.242,1.1,3.9,0.7,0.2,0.5,Role Player
P.J. Washington,13.0,25.0,0.37,1.4,6.6,0.7,0.8,0.3,Role Player
PJ Dozier,2.7,26.0,1.5,0.0,0.7,0.0,0.0,0.5,Bench Player
Paolo Banchero,27.0,21.0,0.775,4.0,8.6,1.1,0.6,0.4,All Star
Pascal Siakam,22.2,28.0,0.538,4.8,7.4,1.0,0.7,0.3,Role Player
Pat Connaughton,8.7,30.0,0.306,1.6,4.4,0.8,0.3,0.4,Role Player
Patrick Baldwin Jr.,1.0,20.0,0.541,0.3,1.0,0.0,0.0,0.0,Bench Player
Patrick Beverley,9.6,34.0,0.305,5.2,3.2,1.1,1.0,0.4,Defensive Specialist
Patrick Williams,11.8,20.0,0.385,0.8,5.4,1.0,0.6,0.3,Role Player
Patty Mills,4.1,34.0,0.319,0.3,0.4,0.1,0.1,0.3,Bench Player
Paul George,19.5,33.0,0.539,4.8,6.8,1.2,0.5,0.4,Role Player
Paul Millsap,1.0,36.0,0.333,1.0,1.0,0.0,0.0,0.0,Bench Player
Paul Reed,3.3,23.0,0.317,0.6,4.0,0.5,0.5,0.2,Bench Player
Payton Pritchard,4.8,25.0,0.381,1.6,1.5,0.2,0.0,0.4,Bench Player
Peyton Watson,1.4,20.5,0.344,0.3,1.2,0.0,0.4,0.4,Bench Player
Precious Achiuwa,7.7,23.0,0.351,0.8,4.5,0.3,1.0,0.2,Role Player
Quentin Grimes,5.1,22.0,0.25,1.4,2.8,1.0,0.6,0.2,Role Player
RJ Barrett,19.3,22.0,0.577,2.8,4.5,0.8,0.2,0.3,Role Player
Raul Neto,0.5,30.0,0.554,0.5,0.0,0.0,0.0,0.0,Bench Player
Rayjon Tucker,0.3,24.0,0.583,0.0,0.4,0.0,0.0,0.0,Bench Player
Reggie Bullock,10.6,30.0,0.235,1.7,4.6,1.2,0.1,0.4,Role Player
Reggie Jackson,2.0,32.5,0.413,0.6,0.8,0.2,0.0,0.4,Bench Player
Ricky Rubio,1.0,32.0,0.351,1.0,2.0,0.3,0.0,0.0,Bench Player
Robert Covington,1.0,32.0,0.417,1.0,1.0,0.0,0.5,0.0,Bench Player
Robert Williams,7.7,24.5,0.262,1.0,6.1,0.6,1.8,0.0,Defensive Specialist
Robin Lopez,4.0,34.0,0.813,0.0,0.5,0.0,0.0,0.0,Bench Player
Royce O'Neale,5.4,29.0,0.243,2.0,4.9,0.7,0.2,0.3,Role Player
Rudy Gobert,13.0,30.0,0.333,1.4,11.7,0.5,1.0,0.0,Role Player
Rui Hachimura,10.0,24.5,0.335,0.7,3.7,0.2,0.2,0.4,Role Player
Russell Westbrook,15.0,34.5,0.661,4.6,5.9,1.2,1.0,0.3,Defensive Specialist
Saddiq Bey,7.5,23.0,0.345,1.0,4.0,0.5,0.0,0.4,Role Player
Sam Hauser,2.7,25.0,0.311,0.4,1.1,0.1,0.1,0.3,Bench Player
Sam Merrill,3.3,27.0,0.323,0.9,1.2,0.0,0.0,0.4,Bench Player
Santi Aldama,6.5,22.0,0.353,1.2,4.3,0.5,0.0,0.5,Role Player
Scottie Barnes,12.8,20.0,0.407,4.3,9.0,1.0,0.3,0.2,Role Player
Serge Ibaka,1.5,32.0,0.846,0.0,1.7,0.0,0.0,0.0,Bench Player
Seth Curry,11.4,31.5,0.343,2.5,1.8,0.2,0.4,0.4,Role Player
Shai Gilgeous-Alexander,30.2,25.0,0.706,6.4,7.2,1.3,1.7,0.4,All Star
Shake Milton,2.5,26.0,0.342,0.6,0.8,0.4,0.1,0.2,Bench Player
Shaquille Harrison,1.3,29.0,0.581,1.1,0.4,0.3,0.0,1.0,Bench Player
Skylar Mays,1.0,24.0,0.333,0.5,0.5,0.5,0.0,0.0,Bench Player
Spencer Dinwiddie,11.2,29.0,0.436,3.9,2.4,0.8,0.3,0.4,Role Player
Stephen Curry,29.0,33.5,0.749,6.0,5.2,1.2,0.4,0.4,All Star
Sterling Brown,1.2,26.0,0.604,0.3,0.9,0.4,0.2,0.0,Bench Player
Steven Adams,3.4,28.0,0.264,2.1,6.4,0.1,0.1,0.0,Bench Player
Svi Mykhailiuk,0.6,25.0,0.496,0.0,0.4,0.0,0.0,0.1,Bench Player
T.J. McConnell,11.8,31.0,0.61,5.1,3.1,0.9,0.1,0.3,Role Player
T.J. Warren,1.4,29.5,0.265,0.4,1.1,0.1,0.2,0.1,Bench Player
Taurean Prince,7.1,28.0,0.397,0.9,1.8,0.4,0.3,0.3,Role Player
Terance Mann,10.0,26.5,0.318,2.0,4.1,0.4,0.1,0.5,Role Player
Terence Davis,6.0,25.0,0.394,1.5,2.3,0.3,0.0,0.4,Role Player
Terrence Ross,3.7,31.0,0.409,0.2,1.3,0.2,0.3,0.3,Bench Player
Thaddeus Young,1.6,34.0,0.204,0.8,1.5,0.4,0.1,0.1,Bench Player
Thanasis Antetokounmpo,0.2,30.0,0.458,0.0,0.2,0.2,0.2,0.0,Bench Player
Thomas Bryant,3.0,25.5,0.589,0.2,1.2,0.0,0.0,0.0,Bench Player
Tim Hardaway Jr.,4.4,31.0,0.351,0.4,1.8,0.4,0.1,0.4,Bench Player
Timothé Luwawu-Cabarrot,1.3,26.0,0.236,0.5,0.8,0.0,0.0,0.3,Bench Player
Tobias Harris,13.7,30.0,0.349,2.0,7.4,0.6,0.6,0.4,Role Player
Tony Bradley,5.0,24.0,0.875,0.5,2.0,0.0,0.0,0.0,Role Player
Torrey Craig,4.4,31.5,0.313,0.6,2.0,0.4,0.2,0.4,Bench Player
Trae Young,22.3,23.5,0.726,8.1,4.4,1.2,0.4,0.3,Role Player
Trey Burke,3.2,29.0,0.693,0.4,0.3,0.1,0.0,0.4,Bench Player
Trey Lyles,6.6,27.0,0.379,0.7,5.7,0.3,0.0,0.3,Role Player
Trey Murphy III,8.4,22.0,0.293,1.4,4.5,0.9,0.8,0.4,Role Player
Tristan Thompson,1.4,31.0,0.296,0.6,1.8,0.1,0.2,0.0,Bench Player
Troy Brown Jr.,2.9,22.5,0.398,1.0,2.4,0.4,0.0,0.2,Bench Player
Tyler Herro,13.8,23.0,0.541,3.4,3.2,0.3,0.5,0.4,Role Player
Tyrese Haliburton,18.7,23.0,0.488,8.2,4.8,1.3,0.7,0.4,Defensive Specialist
Tyrese Maxey,23.7,22.0,0.533,4.3,4.5,1.0,0.3,0.4,All Star
Tyus Jones,6.8,25.5,0.421,4.1,3.2,1.2,0.1,0.3,Role Player
Udonis Haslem,1.0,42.0,1.667,0.0,0.5,0.0,0.0,0.0,Bench Player
Victor Oladipo,11.0,29.5,0.502,1.6,3.4,1.2,0.4,0.3,Role Player
Vlatko Cancar,1.2,24.5,0.531,0.4,0.8,0.0,0.0,0.2,Bench Player
Wendell Carter Jr.,7.6,24.0,0.307,1.3,6.3,0.7,0.6,0.3,Role Player
Wendell Moore Jr.,0.6,21.5,0.48,0.2,0.2,0.1,0.0,0.1,Bench Player
Wenyen Gabriel,1.0,25.0,0.36,0.0,0.9,0.2,0.3,0.0,Bench Player
Wesley Matthews,6.1,35.5,0.214,0.8,2.3,0.9,0.4,0.5,Role Player
Will Barton,13.8,31.0,0.457,2.8,5.6,0.8,0.2,0.4,Role Player
Willy Hernangómez,2.0,27.0,2.5,0.0,2.0,0.0,0.0,0.0,Bench Player
Xavier Tillman Sr.,4.9,24.0,0.259,1.4,4.4,0.6,0.4,0.6,Bench Player
Yuta Watanabe,2.0,27.5,0.747,0.0,0.5,0.0,0.0,0.2,Bench Player
Zach LaVine,19.3,26.0,0.535,6.0,5.3,0.8,0.3,0.4,Role Player
Zeke Nnaji,1.4,22.0,0.305,0.0,0.4,0.1,0.1,0.4,Bench Player
Ziaire Williams,4.1,20.5,0.421,0.5,1.0,0.2,0.0,0.3,Bench Player
